id,company,year_salary,low_year_salary,high_year_salary
5933,苏州普兆新能源设备有限公司,210-350,210,350
5934,黑芝麻智能科技,300-450,300,450
5935,成都子非影人科技有限公司,144-288,144,288
5936,三一重工股份有限公司,252-420,252,420
5937,北京雷奥顶峰生物科技有限责任公司,240-360,240,360
5938,前海深蕾科技集团（深圳）有限公司,360-540,360,540
5939,深圳聚新汽车电子技术有限责任公司,180-252,180,252
5940,珠海市墨斗科技有限责任公司,180-300,180,300
5941,合肥智行通智能科技有限公司,210-350,210,350
5942,天津福云天翼科技有限公司,204-300,204,300
5943,杭州远方光电信息股份有限公司,225-390,225,390
5944,深圳市吉毅创能源科技有限公司,300-600,300,600
5945,长城汽车股份有限公司,195-325,195,325
5946,格兰菲智能科技（武汉）有限公司,280-490,280,490
5947,北京阿丘科技有限公司,210-350,210,350
5948,成都鼎桥通信技术有限公司,225-375,225,375
5949,上海蔚来汽车有限公司,260-520,260,520
5950,深圳市杰科数码有限公司,156-300,156,300
5951,芜湖雄狮汽车科技有限公司,270-525,270,525
5952,芜湖泰贺知信息系统有限公司,195-325,195,325
5953,上海凭望信息科技有限公司,195-390,195,390
5954,北京七鑫易维信息技术有限公司,260-364,260,364
5955,沪齐千道（上海）信息科技有限公司,300-600,300,600
5956,深圳市瀚思通汽车电子有限公司,195-325,195,325
5957,深圳元戎启行科技有限公司,180-360,180,360
5958,北京路凯智行科技有限公司,195-325,195,325
5959,深圳市恒控科技有限公司,210-420,210,420
5960,上汽大通汽车有限公司,216-420,216,420
5961,上海崟冠智能科技有限公司,195-390,195,390
5962,华为技术有限公司,182-364,182,364
5963,华为技术服务有限公司,300-420,300,420
5964,华为云计算技术有限公司,240-480,240,480
5965,西安华为技术有限公司,180-312,180,312
5966,杭州华为企业通信技术有限公司,255-450,255,450
5967,华为终端有限公司,225-375,225,375
5968,上海华为技术有限公司,180-360,180,360
5969,华为技术有限公司南京研究所,144-252,144,252
5970,北京华为数字技术有限公司,360-720,360,720
5971,华为软件技术有限公司,240-480,240,480
5972,浙江大华技术股份有限公司,154-308,154,308
5973,成都华为技术有限公司,224-420,224,420
5974,华为技术有限公司杭州研究所,240-480,240,480
5975,比亚迪汽车工业有限公司,132-264,132,264
5976,北京京东尚科信息技术有限公司,300-600,300,600
5977,北京小米移动软件有限公司,360-720,360,720
5978,华为数字技术（苏州）有限公司,180-300,180,300
5979,深圳市友华通信技术有限公司,180-300,180,300
5980,广州汽车集团股份有限公司汽车工程研究院,300-600,300,600
5981,杭州长川科技股份有限公司,210-420,210,420
5982,华为技术有限公司,225-450,225,450
5983,西安华为技术有限公司,180-360,180,360
5984,华为云计算技术有限公司,225-450,225,450
5985,华为终端有限公司,240-480,240,480
5986,北京华为数字技术有限公司,308-490,308,490
5987,华为技术有限公司成都研究所,240-480,240,480
5988,多益网络有限公司,196-364,196,364
5989,广州汽车集团股份有限公司汽车工程研究院,180-360,180,360
5990,北京小米移动软件有限公司,300-600,300,600
5991,比亚迪汽车工业有限公司,156-300,156,300
5992,华为技术有限公司,156-312,156,312
5993,西安华为技术有限公司,180-300,180,300
5994,华为云计算技术有限公司,300-600,300,600
5995,杭州华为企业通信技术有限公司,240-480,240,480
5996,上海华为技术有限公司,240-420,240,420
5997,华为技术服务有限公司,144-288,144,288
5998,成都华为技术有限公司,300-600,300,600
5999,北京华为数字技术有限公司,280-560,280,560
6000,华为终端有限公司,225-450,225,450
6001,华为技术有限公司南京研究所,210-420,210,420
6002,华为技术有限公司,182-364,182,364
6003,西安华为技术有限公司,180-360,180,360
6004,华为云计算技术有限公司,180-360,180,360
6005,杭州华为企业通信技术有限公司,210-420,210,420
6006,上海华为技术有限公司,180-360,180,360
6007,华为技术服务有限公司,320-416,320,416
6008,成都华为技术有限公司,210-420,210,420
6009,华为技术有限公司,225-450,225,450
6010,西安华为技术有限公司,225-450,225,450
6011,华为云计算技术有限公司,210-420,210,420
6012,杭州华为企业通信技术有限公司,210-420,210,420
6013,上海华为技术有限公司,225-450,225,450
6014,成都华为技术有限公司,168-252,168,252
6015,华为技术服务有限公司,480-960,480,960
6016,华为技术有限公司,240-400,240,400
6017,西安华为技术有限公司,240-368,240,368
6018,杭州华为企业通信技术有限公司,240-480,240,480
6019,上海华为技术有限公司,320-560,320,560
6020,华为云计算技术有限公司,180-360,180,360
6021,成都华为技术有限公司,180-360,180,360
6022,华为技术有限公司,225-450,225,450
6023,西安华为技术有限公司,180-360,180,360
6024,杭州华为企业通信技术有限公司,180-360,180,360
6025,上海华为技术有限公司,300-600,300,600
6026,成都华为技术有限公司,320-640,320,640
6027,华为技术有限公司,180-360,180,360
6028,西安华为技术有限公司,144-288,144,288
6029,上海华为技术有限公司,300-450,300,450
6030,杭州华为企业通信技术有限公司,240-480,240,480
6031,华为技术有限公司,300-600,300,600
6032,西安华为技术有限公司,180-360,180,360
6033,上海华为技术有限公司,320-640,320,640
6034,杭州华为企业通信技术有限公司,225-450,225,450
6035,华为技术有限公司,210-420,210,420
6036,西安华为技术有限公司,180-300,180,300
6037,上海华为技术有限公司,300-600,300,600
6038,华为技术有限公司,240-480,240,480
6039,西安华为技术有限公司,192-360,192,360
6040,上海华为技术有限公司,288-560,288,560
6041,华为技术有限公司,280-560,280,560
6042,西安华为技术有限公司,216-420,216,420
6043,上海华为技术有限公司,260-520,260,520
6044,华为技术有限公司,375-750,375,750
6045,华为技术有限公司杭州研究所,600-1050,600,1050
6046,深圳怡化电脑股份有限公司,1200-1920,1200,1920
6047,抖音视界有限公司,450-900,450,900
6048,西安华为技术有限公司,480-960,480,960
6049,珠海迈科智能科技股份有限公司,360-720,360,720
6050,广东华升纳米科技股份有限公司,360-720,360,720
6051,湖北芯擎科技有限公司,390-780,390,780
6052,澳克诺（上海）汽车科技有限公司,585-975,585,975
6053,江苏吉麦新能源车业有限公司,360-720,360,720
6054,京东科技控股股份有限公司,360-720,360,720
6055,芯潮流（珠海）科技有限公司,360-720,360,720
6056,寒武纪行歌（南京）科技有限公司,364-715,364,715
6057,上海迅科投资咨询有限公司,420-840,420,840
6058,合肥复睿微电子有限公司,480-960,480,960
6059,北京华为数字技术有限公司,360-720,360,720
6060,中国电子系统技术有限公司,420-840,420,840
6061,OPPO广东移动通信有限公司,540-1080,540,1080
6062,南京众视优文化传媒有限公司,720-840,720,840
6063,篆芯半导体（南京）有限公司,450-900,450,900
6064,杭州湘滨电子科技有限公司,390-715,390,715
6065,深圳云天励飞技术股份有限公司,600-1050,600,1050
6066,广东省洛仑兹技术股份有限公司,420-780,420,780
6067,北京科思图科技有限公司,600-900,600,900
6068,上海和智电气设备有限公司,490-840,490,840
6069,北京荣耀终端有限公司,420-840,420,840
6070,北京天智航医疗科技股份有限公司,490-910,490,910
6071,联合橡塑机械设备（廊坊）有限公司,1440-1800,1440,1800
6072,北京京东世纪贸易有限公司,600-900,600,900
6073,上海新迪数字技术有限公司,420-840,420,840
6074,成都泛联智存科技有限公司,390-780,390,780
6075,南昌欧菲信息产业有限公司,480-840,480,840
6076,特斯拉汽车（北京）有限公司,480-720,480,720
6077,万有引力（宁波）电子科技有限公司,420-840,420,840
6078,北京罗克维尔斯科技有限公司,390-780,390,780
6079,维沃移动通信有限公司,360-720,360,720
6080,福建网龙计算机网络信息技术有限公司,540-900,540,900
6081,湖北亿咖通科技有限公司杭州分公司,360-720,360,720
6082,上海央腾汽车电子有限公司,560-840,560,840
6083,西安荣耀终端有限公司,360-720,360,720
6084,深圳奥仕玛咨询顾问有限公司,600-900,600,900
6085,中国银河证券股份有限公司,600-960,600,960
6086,北京轻舟智航智能技术有限公司,360-720,360,720
6087,青岛天麒美盛信息科技有限公司,700-1120,700,1120
6088,深圳市大疆创新科技有限公司,450-825,450,825
6089,飞协博国际货运代理（上海）有限公司,600-780,600,780
6090,抖音有限公司,450-900,450,900
6091,高通企业管理（上海）有限公司,490-770,490,770
6092,上海普法芬电子科技有限公司,390-780,390,780
6093,东莞市奥海科技股份有限公司,450-900,450,900
6094,深圳市沃克安特新能源技术有限公司,520-715,520,715
6095,苏州亿马汽车科技有限公司,420-780,420,780
6096,北京抖音信息服务有限公司,525-975,525,975
6097,深圳鲲胜企业管理咨询有限公司,420-780,420,780
6098,比亚迪汽车工业有限公司,560-980,560,980
6099,本征信息技术（上海）有限公司,455-780,455,780
6100,广州市航辉电子有限公司,1820-2600,1820,2600
6101,深圳市祥云万维科技有限公司,600-660,600,660
6102,翌视科技（宁波）有限公司,390-780,390,780
6103,广州菲利斯太阳能科技有限公司,510-1020,510,1020
6104,广州文远知行科技有限公司,450-900,450,900
6105,深圳市乐心平江科技有限公司,480-720,480,720
6106,深圳今日头条科技有限公司,450-900,450,900
6107,杭州衍进科技有限公司,700-1120,700,1120
6108,广州小鹏汽车科技有限公司,450-900,450,900
6109,北京奕斯伟计算技术股份有限公司,420-840,420,840
6110,北京四方达科信息科技有限公司,360-720,360,720
6111,深圳传音控股股份有限公司,600-1050,600,1050
6112,华人运通控股（上海）有限公司,420-840,420,840
6113,比亚迪精密制造有限公司,360-720,360,720
6114,浙江奔一新能源有限公司,480-960,480,960
6115,小米通讯技术有限公司,600-960,600,960
6116,深圳比特微电子科技有限公司,360-720,360,720
6117,北京金禾教育咨询有限公司,750-1125,750,1125
6118,北京达坦科技有限公司,715-845,715,845
6119,广州汽车集团股份有限公司汽车工程研究院,480-960,480,960
6120,大数居科技（深圳）有限公司,390-780,390,780
6121,上海集度汽车有限公司,480-960,480,960
6122,哲库,360-720,360,720
6123,澜起科技股份有限公司,450-900,450,900
6124,杭州华为企业通信技术有限公司,360-720,360,720
6125,深圳盛齐能源技术有限公司,585-910,585,910
6126,北京擎天智卡科技有限公司,640-1120,640,1120
6127,摩尔线程智能科技（北京）有限责任公司,560-1040,560,1040
6128,深圳市梭芯智能有限公司,490-840,490,840
6129,广州三晶电气股份有限公司,750-1200,750,1200
6130,亿次网联（杭州）科技有限公司,420-840,420,840
6131,超威半导体（上海）有限公司,390-715,390,715
6132,小米科技有限责任公司,450-900,450,900
6133,上海云骥智行智能科技有限公司,360-720,360,720
6134,深圳市道通科技股份有限公司,450-900,450,900
6135,跃氪智能科技（上海）有限公司,600-720,600,720
6136,上海赏猎企业管理咨询有限公司,490-770,490,770
6137,浙江大华技术股份有限公司,420-840,420,840
6138,小华半导体有限公司,490-840,490,840
6139,北京昇启科技有限公司,600-900,600,900
6140,深圳普联网络科技有限公司,390-780,390,780
6141,上海映驰科技有限公司,780-1170,780,1170
6142,中软国际科技服务有限公司,360-720,360,720
6143,广州市百果园网络科技有限公司,480-960,480,960
6144,炯熠电子科技（苏州）有限公司,490-770,490,770
6145,深圳市南方硅谷半导体股份有限公司,455-780,455,780
6146,昆山鸿图电子有限公司,480-840,480,840
6147,中科创达软件股份有限公司,336-660,336,660
6148,广东美的制冷设备有限公司,450-900,450,900
6149,知行汽车科技（苏州）股份有限公司,420-840,420,840
6150,展讯通信（上海）有限公司,525-900,525,900
6151,深圳市速腾聚创科技有限公司,450-900,450,900
6152,哲晰软件技术（上海）有限公司,360-720,360,720
6153,北京小米移动软件有限公司南京分公司,420-780,420,780
6154,思源电气股份有限公司,560-880,560,880
